Product ID,Brand,Category,Product Name,Product Number,Description,Dealer,MSRP,MAP,Primary Distributor,Secondary Distributor,Tertiary Distributor,Spec Sheet URL,Image URL
PROD10029,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath SQ-6 48-Channel Digital Mixer with 25 Faders,AH-SQ-6,"96kHz XCVI FPGA processing, 48 Input Channels, DEEP Processing, 25 Faders / 6 Layers, 24 onboard preamp, 12 Stereo mixes+LR, 3 Stereo Matrix",3859.02,6199,4999,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/538189-allen-heath-sq-6-48-channel-digital-mixer-with-25-faders,https://www.fdwcorp.com/common/products/lgr/363804.jpg?mmr=230
PROD10030,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath SQ-5-RK19 Rack Mount Kit for SQ-5 Mixer,AH-SQ-5-RK19,Rack mount kit for SQ-5 (12u) - optional,52.53,89.99,99,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/540187-allen-heath-sq-5-rk19-rack-mount-kit-for-sq-5-mixer,https://www.fdwcorp.com/common/products/lgr/365716.jpg?mmr=230
PROD10031,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath SQ-5 48-Channel Digital Mixer with 17 Faders,AH-SQ-5,"96kHz XCVI FPGA processing, 48 Input Channels, DEEP Processing, 17 Faders / 6 Layers, 16 onboard preamp, 12 Stereo mixes+LR, 3 Stereo Matrix, 7ƒÆ'‚ƒ‚¬Å¡‚¬",3087.06,4999,3999,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/538188-allen-heath-sq-5-48-channel-digital-mixer-with-17-faders,https://www.fdwcorp.com/common/products/lgr/299807.jpg?mmr=230
PROD10032,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath ME-500 16 Channel Personal Mixer,AH-ME-500,"Personal Monitor Mixer, 16 Mono/Stereo channels, 8 scene recall memories, 2-band EQ, limiter, PoE powered",375.22,649.99,599,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/537988-allen-heath-me-500-16-channel-personal-mixer,https://www.fdwcorp.com/common/products/lgr/299491.jpg?mmr=230
PROD10033,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath ME-1-AH Compact 40 Source Personal Mixer,AH-ME-1,"Personal Monitor Mixer, 42 channel, 16 scene recall memories, 3 band swept mid EQ, limiter, PoE powered, includes stand bracket and headphone hook",600.44,999.99,799,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/228834-allen-heath-me-1-ah-compact-40-source-personal-mixer,https://www.fdwcorp.com/common/products/lgr/363103.jpg?mmr=230
PROD10034,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath CQ18T-RK19 CQ-18T Rackmount Kit,AH-CQ18T-RK19,CQ-18T Rackmount Kit,60.03,99.99,99,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/623069-allen-heath-cq18t-rk19-cq-18t-rackmount-kit,https://www.fdwcorp.com/common/products/lgr/474688.jpg?mmr=230
PROD10035,Allen & Heath,Sound Consoles & Stage Boxes,"Allen & Heath AVANTIS 64-Channel Digital Mixer, 96kHz",AH-AVANTIS,"96kHz FPGA processing, 64 Input Channels, 24 Faders / 6 Layers, 42 Mix busses, Dual 15.6-inch",12552,14999,14999,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/577666-allen-heath-avantis-64-channel-digital-mixer-96khz,https://www.fdwcorp.com/common/products/lgr/371038.jpg?mmr=230
PROD10036,Allen & Heath,Sound Consoles & Stage Boxes,"Allen & Heath AVANTIS SOLO with dPack 64 Channel 12 Fader Digital Mixing Console w/15.6"" HD Capacitive Touchscreen DPACK Processing Pre-Loaded",AH-AVANTIS-SOLO-W-DPACK,"96kHz FPGA processing, 64 Input Channels, 12 Faders / 6 Layers, 42 Mix busses, Single 15.6-inch",8415,13499,9999,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/625863-allen-heath-avantis-solo-with-dpack-64-channel-12-fader-digital-mixing-console-w-15-6-hd-capacitive-touchscreen-dpack-processing-pre-loaded,https://www.fdwcorp.com/common/products/lgr/479159.jpg?mmr=230
PROD10037,Allen & Heath,Sound Consoles & Stage Boxes,"Allen & Heath AVANTIS with DPack 64-Channel Digital Mixer with DPack, 96kHz",AH-AVANTIS-W-DPACK,"96kHz FPGA processing, 64 Input Channels, 24 Faders / 6 Layers, 42 Mix busses, Dual 15.6-inch",13626,16499,15999,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/578011-allen-heath-avantis-with-dpack-64-channel-digital-mixer-with-dpack-96khz,https://www.fdwcorp.com/common/products/lgr/373345.jpg?mmr=230
PROD10038,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath CQ20B-RK19 CQ-20B Rackmount Kit,AH-CQ20B-RK19,CQ-20B Rackmount Kit,52.53,89.99,99,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/623072-allen-heath-cq20b-rk19-cq-20b-rackmount-kit,https://www.fdwcorp.com/common/products/lgr/474695.jpg?mmr=230
PROD10039,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath DPACK Software Processing Lifetime Upgrade for Avantis,AH-DPACK,"dPack software processing upgrade, Dyn8 (up to 16 instances), DEEP Compressors, Dual Stage Valve Preamp, etc. Lifetime access to all emulations - including releases after initial dPack purchase",1479,2099,1599,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/577667-allen-heath-dpack-software-processing-lifetime-upgrade-for-avantis,https://www.fdwcorp.com/common/products/lgr/371045.jpg?mmr=230
PROD10040,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath AVANTIS-BRACKET Detachable Metal Bracket for iPad/tablet for Avantis,AH-AVANTIS-BRACKET,Detachable metal bracket for iPad/tablet for Avantis,90.05,149.99,139,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/600631-allen-heath-avantis-bracket-detachable-metal-bracket-for-ipad-tablet-for-avantis,https://www.fdwcorp.com/common/products/lgr/435643.jpg?mmr=230
PROD10041,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath ME-U 10 Port PoE Monitor HUB with Onboard Network,AH-ME-U,"10 port PoE Monitor Hub, onboard network port, optional I/O compatible with Dante, Waves SG, MADI, Aviom A-Net2, Plug and Play with Allen & Heath Qu, SQ, Avantis and dLive Consoles",1500.92,2499.98,2199,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/229546-allen-heath-me-u-10-port-poe-monitor-hub-with-onboard-network,https://www.fdwcorp.com/common/products/lgr/154880.jpg?mmr=230
PROD10042,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath AHM 16x16,AHM-16,"Allen & Heath AHM 16x16 Audio Matrix Processor, 8 Local Analog Inputs & Outputs",1049.12,1199,1499,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/607338-allen-heath-ahm-16-16x16-audio-matrix,https://www.fdwcorp.com/common/products/lgr/449063.jpg?mmr=230
PROD10043,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath AHM 32x32,AHM-32,"Allen & Heath AHM 32x32 Audio Matrix Processor, 12 Local Analog Inputs & Outputs",1658.97,1999,1999,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/607339-allen-heath-ahm-32-32x32-audio-matrix,https://www.fdwcorp.com/common/products/lgr/449068.jpg?mmr=230
PROD10044,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath AHM 64x64,AHM-64,"Allen & Heath AHM 64x64 Audio Matrix Processor, 12 Local Analog Inputs & Outputs",3296.91,3999,3999,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/589419-allen-heath-ahm-64-64x64-audio-matrix-processor,https://www.fdwcorp.com/common/products/lgr/407430.jpg?mmr=230
PROD10045,Allen & Heath,Sound Consoles & Stage Boxes,"Allen & Heath SQ-RACK SQ Series 48 Channel 96kHz XCVI Core Rack Mountable Digital Mixer w/7"" HD Capacitive Touchscreen",SQ-Rack,48 Channel / 36 Bus Digital Rack Mount Mixer,2550.25,2999,2999,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/640301-allen-heath-sq-rack-sq-series-48-channel-96khz-xcvi-core-rack-mountable-digital-mixer-w-7-hd-capacitive-touchscreen,https://www.fdwcorp.com/common/products/lgr/528125.jpg?mmr=230
PROD10047,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath DX HUB Remote DX Expander Hub with 4 Ports,DX Hub,"Audio networking hub with flexible routing, compatibility, and low latency performance.",847.03,1199.99,1199,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/537642-allen-heath-dx-hub-remote-dx-expander-hub-with-4-ports,https://www.fdwcorp.com/common/products/lgr/298786.jpg?mmr=230
PROD10048,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath DX164-W 16 XLR Input x 4 XLR Output Wall Mount DX Expander,DX164-W,16x4 audio interface with remote preamps and integrated Dante audio networking.,1969.08,2999,2599,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/537550-allen-heath-dx164-w-16-xlr-input-x-4-xlr-output-wall-mount-dx-expander,https://www.fdwcorp.com/common/products/lgr/359550.jpg?mmr=230
PROD10049,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath DX012 12 XLR Output Analog/AES Portable DX Expander,DX012,"12-channel digital XLR, stagebox, expansion for Allen & Heath systems.",1236.51,1499,1599,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/567991-allen-heath-dx012-12-xlr-output-analog-aes-portable-dx-expander,https://www.fdwcorp.com/common/products/lgr/359981.jpg?mmr=230
PROD10050,Allen & Heath,Sound Consoles & Stage Boxes,"Allen & Heath DX88 P RK19 19"" Rack Mount Kit for DX88-P I/O Audio Expander",AH-DX88-P-RK19,Rack Mount kit for DX88-P,80.4,124.99,129,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/625850-allen-heath-dx88-p-rk19-19-rack-mount-kit-for-dx88-p-i-o-audio-expander,https://www.fdwcorp.com/common/products/lgr/479146.jpg?mmr=230
PROD10051,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath DX012-RK Recessed Rack Ears for DX012,AH-DX012-RK,Recessed rack ears for the DX012. Allows the DX012 to be recessed back in the rack to align with dLive DM and CDM racks.,60.03,99.99,99,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/598422-allen-heath-dx012-rk-recessed-rack-ears-for-dx012,https://www.fdwcorp.com/common/products/lgr/428430.jpg?mmr=230
PROD10052,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath DX88 P 8x8 Half-Rack I/O Audio Expander with Phoenix Connectors,AH-DX88-P,8in x 8out I/O with Phoenix Connectors,804.12,1249.99,1199,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/625849-allen-heath-dx88-p-8x8-half-rack-i-o-audio-expander-with-phoenix-connectors,https://www.fdwcorp.com/common/products/lgr/479141.jpg?mmr=230
PROD10053,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath DX012 12 XLR Output Analog/AES Portable DX Expander,AH-DX012,"12out XLR Output Audio Expander with AES functionality, switchable 44.1kHz / 48kHz /88.2kHz / 96kHz, AES out, configurable as 12 analog / 8 analog + 4 stereo AES / 4 analog + 8 stereo AES, 96kHz",1173.23,1899,1599,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/567991-allen-heath-dx012-12-xlr-output-analog-aes-portable-dx-expander,https://www.fdwcorp.com/common/products/lgr/359980.jpg?mmr=230
PROD10054,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath CQ20B Digital Mixer with WiFi and Bluetooth Connectivity,AH-CQ20B,CQ-20B 96kHz Digital Mixer with WiFi and Bluetooth Connectivity,779.99,1249.99,999,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/623070-allen-heath-cq20b-digital-mixer-with-wifi-and-bluetooth-connectivity,https://www.fdwcorp.com/common/products/lgr/472759.jpg?mmr=230
PROD10055,Allen & Heath,Sound Consoles & Stage Boxes,"Allen & Heath CQ18T Digital Mixer with 7"" Touchscreen WiFi and Bluetooth",AH-CQ18T,"CQ-18T 96kHz Digital Mixer with 7"" Touchscreen WiFi and Bluetooth Connectivity",935.99,1449.99,1199,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/623067-allen-heath-cq18t-digital-mixer-with-7-touchscreen-wifi-and-bluetooth,https://www.fdwcorp.com/common/products/lgr/472755.jpg?mmr=230
PROD10056,Allen & Heath,Sound Consoles & Stage Boxes,AH-FC-AVANTIS-GOMC,AH-FC-AVANTIS-GOMC,Avantis Flight Case with Doghouse,2180.64,2999,,Fulks Media Solutions,FDW,,,
PROD10057,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath AB-168-RK19 Rackmount Kit for AB-168,AH-AB-168-RK19,"Optional rack mount kit for AB168, DX168, DT168",76.65,139.99,119,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/517374-allen-heath-ab-168-rk19-rackmount-kit-for-ab-168,https://www.fdwcorp.com/common/products/lgr/546531.jpg?mmr=230
PROD10058,Allen & Heath,Sound Consoles & Stage Boxes,"Allen & Heath AVANTIS SOLO 64 Channel 12 Fader Digital Mixing Console w/15.6"" HD Capacitive Touchscreen",AH-AVANTIS-SOLO,"96kHz FPGA processing, 64 Input Channels, 12 Faders / 6 Layers, 42 Mix busses, Single 15.6-inch",7594,11999,8999,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/625861-allen-heath-avantis-solo-64-channel-12-fader-digital-mixing-console-w-15-6-hd-capacitive-touchscreen,https://www.fdwcorp.com/common/products/lgr/479156.jpg?mmr=230
PROD10059,Allen & Heath,Sound Consoles & Stage Boxes,"Allen & Heath CQ12T Digital Mixer with 7"" Touchscreen and Bluetooth Connectivity",AH-CQ12T,"CQ-12T 96kHz Digital Mixer with 7"" Touchscreen and Bluetooth Connectivity",701.99,1124.99,899,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/623064-allen-heath-cq12t-digital-mixer-with-7-touchscreen-and-bluetooth-connectivity,https://www.fdwcorp.com/common/products/lgr/472751.jpg?mmr=230
PROD10060,Allen & Heath,Sound Consoles & Stage Boxes,Allen & Heath GX4816 48 XLR Input x 16 XLR Output Portable GX Expander with DX Sockets,AH-GX-4816,"48in x 16out audio expander with dLive 96kHz mic preamps, dual DX ports connect to up to 4 DX Expanders, DX2 socket supports ME connection, rack mount (5U), 96kHz",3521.28,5599,4999,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/567993-allen-heath-gx4816-48-xlr-input-x-16-xlr-output-portable-gx-expander-with-dx-sockets,https://www.fdwcorp.com/common/products/lgr/359985.jpg?mmr=230
PROD10061,Altelix,Enclosures,NF141210VA1,NF141210VA1,"14x12x10 Outdoor rated enclosure, Built-In Fans and Built-In Outlets",0,299,,Amazon,,,,
PROD10062,Altronix,Access Control,"Altronix RBSNP Relay Module, 12VDC, DPDT Contacts at 2A/120VAC or 2A/28VDC, Polarized",RBSNP,RBSNP is a DPDT relay module,10.65,13.61,,ADI,,,https://www.adiglobaldistribution.us/Product/AX-RBSNP,https://cdn.adiglobaldistribution.us/pim/500X500/10013/1020276806_lg.jpg
PROD10063,Altronix,Access Control,"Altronix AL125ULP Access Control Power Supply Charger, PTC Class Outputs, 12/24VDC at 1A, 24VAC, BC100 Enclosure",AL125ULP,"Power supply with 12V output, 2 amp capacity, multiple fused outputs.",120.14,118.72,,ADI,,,https://www.adiglobaldistribution.us/Product/AX-AL125ULP,https://cdn.adiglobaldistribution.us/pim/500X500/10008/AX-AL125ULP.jpg
PROD10064,Altronix,Access Control,"Altronix AL400ULM Access Power Distribution Module with Power Supply Charger, PTC Class Outputs, 12/24VDC at 4A, BC300 Enclosure",Altronix AL400ULM," Access Power Distribution Module with Power Supply Charger, PTC Class Outputs, 12/24VDC at 4A, BC300 Enclosure",222.91,0,,ADI,,,https://www.adiglobaldistribution.us/Product/AX-AL400ULM,https://cdn.adiglobaldistribution.us/pim/500X500/10001/1018831511_1.jpg
PROD10065,Apple,Tablets,iPAD-10TH-GEN,iPAD-10TH-GEN,"iPad 10th Gen, 64GB, WiFi",319,349,,Apple,Amazon,,,
PROD10066,Apple,Tablets,iPAD-AIR-11IN-M2,iPAD-AIR-11IN-M2,"iPad Air 11in M2, 256GB, WiFi",649,699,,Apple,Amazon,,,
PROD10067,Apple,Tablets,iPAD-MINI-6TH-GEN,iPAD-MINI-6TH-GEN,"iPad Mini 6th Gen, 64GB, WiFi",349.99,499.99,,Apple,Amazon,,,
PROD10068,Araknis Networks,Network Switches,Araknis 48 Port Switch - 420 Series - Front - PoE,AN-420-SW-F-48-POE,"Managed 48 Port Switch, 48 Front PoE+ GbE Ports, 2 SFP Ports, 30W PoE per port",2099.99,4199.95,,Snap AV,ADI,,https://www.snapav.com/shop/en/snapav/an-420-sw-f-48-poe,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/images/Networking/fullsize/AN-420-SW-F-48-POE-1F.png
PROD10069,Araknis Networks,Network Switches,Araknis 24 Port Switch - 320 Series - Rear - PoE,AN-320-SW-R-24-POE,"Managed 24 Port Switch, 24 Rear PoE+ GbE Ports, 2 SFP Ports 15W PoE per port",1051.95,1888.95,,Snap AV,ADI,,https://www.snapav.com/shop/en/snapav/an-320-sw-r-24-poe,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/images/Networking/fullsize/AN-320-SW-R-24-POE_01_Demi-Left_F.jpg
PROD10070,Araknis Networks,Network Switches,Araknis 16 Port Switch - 320 Series - Rear - PoE,AN-320-SW-R-16-POE,"Managed 16 Port Switch, 16 Rear PoE+ GbE Ports, 2 SFP Ports 15W PoE per port",796.3,1430.95,,Snap AV,ADI,,https://www.snapav.com/shop/en/snapav/an-320-sw-r-16-poe,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/images/Networking/fullsize/AN-320-SW-R-16-POE_01_Demi-Left_F.jpg
PROD10071,Araknis Networks,Network Switches,Araknis 16 Port Switch - 320 Series - Front - PoE,AN-320-SW-F-16-POE,"Managed 16 Port Switch, 16 Front PoE+ GbE Ports, 2 SFP Ports 15W PoE per port",796.3,1430.95,,Snap AV,ADI,,https://www.snapav.com/shop/en/snapav/an-320-sw-f-16-poe,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/images/Networking/fullsize/AN-320-SW-F-16-POE_01_Demi-Left_F.jpg
PROD10072,Araknis Networks,Network Switches,Araknis 8 Port Switch - 320 Series - Rear - PoE,AN-320-SW-R-8-POE,"Managed 8 Port Switch, 8 Rear PoE+ GbE Ports, 2 SFP Ports 15W PoE per port",390.99,702.64,,Snap AV,ADI,,https://www.snapav.com/shop/en/snapav/an-320-sw-r-8-poe,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/images/Networking/fullsize/AN-320-SW-R-8-POE_01_Demi-Left_F.jpg
PROD10073,Araknis Networks,Network Switches,Araknis 8 Port Switch - 320 Series - Front - PoE,AN-320-SW-F-8-POE,"Managed 8 Port Switch, 8 Front PoE+ GbE Ports, 2 SFP Ports, 15W PoE per port",390.99,702.64,,Snap AV,ADI,,https://www.snapav.com/shop/en/snapav/an-320-sw-f-8-poe,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/images/Networking/fullsize/AN-320-SW-F-8-POE_01-Demi-left_F.jpg
PROD10074,Araknis Networks,Network Switches,Araknis 48 Port Switch - 320 Series - Front,AN-320-SW-F-48,"Managed 48 Port Switch, Non-PoE, 48 Front GbE Ports, 2 SFP Ports",485.4,902.95,,Snap AV,ADI,,https://www.snapav.com/shop/en/snapav/an-320-sw-f-48,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/images/Networking/fullsize/AN-320-SW-F-48_01_Demi-Left_F.jpg
PROD10075,Araknis Networks,Network Switches,Araknis 8 Port Switch - 320 Series - Front,AN-320-SW-F-8,"Managed 8 Port Switch, Non-PoE, 8 Front GbE Ports, 2 SFP Ports",215.7,386.95,,Snap AV,ADI,,https://www.snapav.com/shop/en/snapav/an-320-sw-f-8,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/images/Networking/fullsize/AN-320-SW-F-8_01_Demi-Right_F.jpg
PROD10076,Araknis Networks,Network Switches,Araknis 8 Port Switch - 320 Series - Rear,AN-320-SW-R-8,"Managed 8 Port Switch, Non-PoE, 8 Rear GbE Ports, 2 SFP Ports",215.7,386.95,,Snap AV,ADI,,https://www.snapav.com/shop/en/snapav/an-320-sw-r-8,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/images/Networking/fullsize/AN-320-SW-R-8_01-Demi-Left_F.jpg
PROD10077,Araknis Networks,Network Switches,Araknis 16 Port Switch - 320 Series - Front,AN-320-SW-F-16,"Managed 16 Port Switch, Non-PoE, 16 Front GbE Ports, 2 SFP Ports",315.15,566.95,,Snap AV,ADI,,https://www.snapav.com/shop/en/snapav/an-320-sw-f-16,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/images/Networking/fullsize/AN-320-SW-F-16_01_Demi-Left_F.jpg
PROD10078,Araknis Networks,Network Switches,Araknis 24 Port Switch - 320 Series - Rear,AN-320-SW-R-24,"Managed 24 Port Switch, Non-PoE, 24 Rear GbE Ports, 2 SFP Ports",372.65,669.95,,Snap AV,ADI,,https://www.snapav.com/shop/en/snapav/an-320-sw-r-24,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/images/Networking/fullsize/AN-320-SW-R-24_01_Demi-Left_F.jpg
PROD10079,Araknis Networks,Network Switches,Araknis 16 Port Switch - 320 Series - Rear,AN-320-SW-R-16,"Managed 16 Port Switch, Non-PoE, 16 Rear GbE Ports, 2 SFP Ports",315.15,566.95,,Snap AV,ADI,,https://www.snapav.com/shop/en/snapav/an-320-sw-r-16,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/images/Networking/fullsize/AN-320-SW-R-16_01_Demi-Left_F.jpg
PROD10080,Araknis Networks,Network Switches,Araknis 24 Port Switch - 320 Series - Front,AN-320-SW-F-24,"Managed 24 Port Switch, Non-PoE, 24 Front GbE Ports, 2 SFP Ports",372.65,669.95,,Snap AV,ADI,,https://www.snapav.com/shop/en/snapav/an-320-sw-f-24,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/images/Networking/fullsize/AN-320-SW-F-24_01_Demi-Left_F.jpg
PROD10081,Araknis Networks,Network Switches,Araknis 24 Port Switch - 320 Series - Front - PoE,AN-320-SW-F-24-POE,"Managed 24 Port Switch, 24 Front PoE+ GbE Ports, 2 SFP Ports 15W PoE per port",1051.95,1888.95,,Snap AV,ADI,,https://www.snapav.com/shop/en/snapav/an-320-sw-f-24-poe,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/images/Networking/fullsize/AN-320-SW-F-24-POE_01_Demi-Left_F.jpg
PROD10082,Ashly,Power Amps,ASH-FX125-4,FX125.4,"Professional amplifier with high-quality sound, versatile connectivity options.",710.33,1374,999,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/614737-ashly-fx125-4-1-2-rack-compact-4-chan-power-amp-with-dsp,https://www.fdwcorp.com/common/products/lgr/451174.jpg?mmr=230
PROD10083,Ashly,Power Amps,Ashly FX 60.4 1/2-Rack Compact 4-Channel Power Amplifier with DSP,ASH-FX60-4,"4-channel full range audio amplifier with built in DSP, Half Rack Space, 60W per channel",497.82,874,899,Fulks Media Solutions,FDW,,https://www.fdwcorp.com/prod/614741-ashly-fx-60-4-1-2-rack-compact-4-channel-power-amplifier-with-dsp,https://www.fdwcorp.com/common/products/lgr/451183.jpg?mmr=230
PROD10084,Assa Abloy,Access Control,5000-12/24D-501-630,,Assa Abbloy HES5000 Series 12V Strike,117.39,117.39,,ADI,,,,
PROD10085,Atlona,Video Extenders,Atlona® 4K HDR HDMI over HDBaseT TX/RX with Control and PoE,AT-HDR-EX-70C-KIT,4K HDR HDMI Over HDBaseT TX/RX with Control and PoE,444,740,,Snap AV,ADI,,https://www.snapav.com/shop/en/snapav/at-hdr-ex-70c-kit,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/images/MediaDistribution/fullsize/AT-HDR-EX-70C-KIT-F.jpg
PROD10086,Atlona,Video Switchers,Binary™ 660 Series 4K HDR HDMI Matrix Switcher,B-660-MTRX-4X2,"Durable, versatile matrix with four inputs and two outputs configuration.",416.39,519.95,,Snap AV,ADI,,https://www.snapav.com/shop/en/snapav/b-660-mtrx-4x2,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/images/MediaDistribution/fullsize/B-660-MTRX-4x2-1F.jpg
PROD10087,Atlona,Video Extenders,HDBaseT - AT-HDR-EX-70C-KIT,AT-HDR-EX-70C-KIT,"Atlona 4K HDR HDMI over HDBaseT TX/RX with Control and PoE, 4K @ 40M with Cat6A, 1080P @ 70M wtih Cat6A",513.6,856,,Snap AV,ADI,,,
PROD10088,Atlona,Video Extenders,"Atlona® 4K HDR HDMI HDBaseT TX/RX with Ethernet, Control, PoE, and Return Audio",AT-HDR-EX-100CEA-KIT,"Atlona 4K HDR HDMI HDBaseT TX/RX with Ethernet, Control, PoE, and Return Audio, 4K @ 100M with Cat6A, 1080P @ 100M wtih Cat6A",636,1060,,Snap AV,ADI,,https://www.snapav.com/shop/en/snapav/at-hdr-ex-100cea-kit,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/images/MediaDistribution/fullsize/AT-HDR-EX-100CEA-KIT-F.jpg
PROD10089,BSS,Audio Processors,BSS BSSBLU100M Soundweb London 12x8 Signal Processor with BLU Link,BSSBLU100M,12x8 DSP Processor with BluLink Technology,1797.8,3380,3380,FDW,,,https://www.fdwcorp.com/prod/162100-bss-bssblu100m-soundweb-london-12x8-signal-processor-with-blu-link,https://www.fdwcorp.com/common/products/lgr/400051.jpg?mmr=230
PROD10090,Barco,Wireless Presentation,Barco ClickShare C-10 Gen2 Wireless Collaboration System,CLICKSHARE-C10-II,"Barco ClickShare C-10 Gen2 Wireless Collaboration System, 1 Hub & 1 Button",1344.5,1425,1425,FDW,,,https://www.fdwcorp.com/prod/625126-barco-clickshare-c-10-gen2-wireless-collaboration-system,https://www.fdwcorp.com/common/products/lgr/491908.jpg?mmr=230
PROD10091,Barco,Wireless Presentation,Barco ClickShare C-10 Gen2,CLICKSHARE-C10-USB2,"Barco ClickShare C-10 Gen2 Interactive Wireless Presentation System 2 Buttons, TAA Base + 2 Buttons, TAA Compliant",1533.5,1625,1625,FDW,,,https://www.fdwcorp.com/prod/637097-barco-clickshare-c-10-gen2-interactive-wireless-presentation-system-2-buttons-taa-base-2-buttons-taa-compliant,https://www.fdwcorp.com/common/products/lgr/521193.jpg?mmr=230
PROD10092,Barco,Wireless Presentation,Barco ClickShare CX-20 Gen2,R9861612USB1,Barco CX-20 Gen 2 Wireless Collaboration System with 1 Button,1986,2250,2250,FDW,,,https://www.fdwcorp.com/prod/628462-barco-cx-20-gen-2-wireless-collaboration-system-with-1-button,https://www.fdwcorp.com/common/products/lgr/493266.jpg?mmr=230
PROD10093,Barco,Wireless Presentation,Barco ClickShare CX-30 Gen 2,CX-30-V2,Barco ClickShare CX-30 Gen 2 Wireless Collaboration System with 2 Buttons,2477,2775,2775,FDW,,,https://www.fdwcorp.com/prod/627839-barco-clickshare-cx-30-gen-2-wireless-collaboration-system-with-2-buttons,https://www.fdwcorp.com/common/products/lgr/486646.jpg?mmr=230
